ADMIN,total_emissions_kg,total_emissions_Mt
Afghanistan,2709166106.47417,2.70916610647417
Albania,5014119890.647931,5.014119890647931
Algeria,19357873485.434364,19.357873485434364
Angola,3106972851.1658597,3.10697285116586
Antarctica,13368287.149124788,0.013368287149124788
Argentina,85845685152.2889,85.8456851522889
Armenia,11363770381.210457,11.363770381210458
Australia,149945446633.86298,149.94544663386299
Austria,56436484167.89118,56.43648416789118
Azerbaijan,22101768411.34862,22.101768411348623
Bangladesh,3611951428.2057433,3.611951428205743
Belarus,61196218501.2701,61.1962185012701
Belgium,140655095133.38922,140.6550951333892
Belize,70487015.30544801,0.07048701530544801
Benin,393730673.1958072,0.39373067319580723
Bhutan,71911931.29383244,0.07191193129383244
Bolivia,3171773058.437839,3.171773058437839
Bosnia and Herzegovina,11658362809.230055,11.658362809230054
Botswana,273188008.56641704,0.27318800856641706
Brazil,106222638860.12216,106.22263886012216
Brunei,1466853338.0667565,1.4668533380667566
Bulgaria,69532332542.25975,69.53233254225975
Burkina Faso,321662707.445977,0.32166270744597697
Burundi,71128938.61748801,0.07112893861748801
Cambodia,451262519.59096014,0.45126251959096014
Cameroon,1096156596.408676,1.096156596408676
Canada,370063054204.77423,370.06305420477423
Central African Republic,149980766.30041686,0.14998076630041685
Chad,269098312.79600316,0.26909831279600316
Chile,19979248612.23732,19.97924861223732
China,919789355407.8829,919.7893554078829
Colombia,28288854714.695305,28.288854714695304
Costa Rica,1511344703.770847,1.5113447037708472
Croatia,22574046109.432655,22.574046109432654
Cuba,20567538477.769493,20.567538477769492
Cyprus,1760390821.951612,1.760390821951612
Czechia,209342367152.67847,209.34236715267846
Democratic Republic of the Congo,3360994199.374684,3.3609941993746837
Denmark,47849906608.35033,47.849906608350324
Djibouti,195872989.78526625,0.19587298978526624
Dominican Republic,3819995315.036807,3.819995315036807
East Timor,12810627.680401118,0.012810627680401119
Ecuador,5001210108.074519,5.0012101080745195
Egypt,23011339376.307617,23.011339376307617
El Salvador,1682963682.8580647,1.6829636828580647
Equatorial Guinea,40983914.04104139,0.04098391404104139
Eritrea,302606065.93719053,0.3026060659371905
Estonia,19839886228.87119,19.83988622887119
Ethiopia,1498697372.718971,1.498697372718971
Falkland Islands,15867338.728591003,0.015867338728591
Fiji,629815306.4146245,0.6298153064146245
Finland,34586823881.23892,34.58682388123892
France,468669814094.24023,468.6698140942402
French Southern and Antarctic Lands,148222.17441989502,0.00014822217441989502
Gabon,498056460.3321374,0.4980564603321374
Gambia,99319240.59045467,0.09931924059045467
Georgia,24111244887.479404,24.111244887479405
Germany,1087849093653.5128,1087.849093653513
Ghana,2612836526.1434917,2.6128365261434916
Greece,25531080943.408993,25.53108094340899
Greenland,543816791.9553493,0.5438167919553494
Guatemala,2665932244.9387956,2.6659322449387957
Guinea,505613599.09864765,0.5056135990986477
Guinea-Bissau,61417445.96945417,0.06141744596945417
Guyana,970348774.8128016,0.9703487748128016
Haiti,625634291.8221903,0.6256342918221903
Honduras,1169581797.8480453,1.1695817978480454
Hungary,67471425957.41107,67.47142595741107
Iceland,2093136788.93258,2.09313678893258
India,207553643989.57498,207.553643989575
Indonesia,27260618092.863285,27.260618092863286
Iran,70578324358.2641,70.5783243582641
Iraq,23646343415.97864,23.64634341597864
Ireland,20605103902.489777,20.605103902489777
Israel,7158352825.928442,7.158352825928442
Italy,300342144606.2405,300.3421446062405
Ivory Coast,2888995219.800085,2.8889952198000852
Jamaica,7749941591.712072,7.749941591712072
Japan,738889512713.8138,738.8895127138138
Jordan,7690634359.060454,7.6906343590604545
Kazakhstan,187388260420.25443,187.38826042025443
Kenya,3994830729.637191,3.994830729637191
Kosovo,6072013733.307317,6.072013733307317
Kuwait,34505180239.538506,34.505180239538504
Kyrgyzstan,16232803064.316235,16.232803064316233
Laos,541009570.9943968,0.5410095709943968
Latvia,15576236967.248653,15.576236967248654
Lebanon,3821865627.206177,3.821865627206177
Lesotho,111739141.12665658,0.11173914112665657
Liberia,978592852.9690651,0.9785928529690651
Libya,36813885573.60787,36.81388557360787
Lithuania,14673626678.527742,14.673626678527743
Luxembourg,18614894872.369408,18.61489487236941
Macedonia,9532332294.054625,9.532332294054624
Madagascar,769860676.0043783,0.7698606760043784
Malawi,375847426.10679156,0.37584742610679156
Malaysia,32112501684.326237,32.11250168432624
Mali,432317958.27250606,0.4323179582725061
Mauritania,471336069.3520736,0.4713360693520736
Mexico,116216004817.25763,116.21600481725763
Moldova,12404062906.439682,12.404062906439682
Mongolia,5990762399.871085,5.990762399871085
Montenegro,1279382731.2355185,1.2793827312355184
Morocco,7348515726.666268,7.348515726666268
Mozambique,3224256062.8140187,3.224256062814019
Myanmar,4976950931.583185,4.976950931583185
Namibia,1121407748.6468637,1.1214077486468637
Nepal,606141535.256748,0.606141535256748
Netherlands,134253977976.99495,134.25397797699495
New Caledonia,851224180.772561,0.8512241807725609
New Zealand,14267032496.475668,14.267032496475668
Nicaragua,1701817302.4950154,1.7018173024950154
Niger,346886505.0326529,0.3468865050326529
Nigeria,19784376892.455597,19.784376892455597
North Korea,73225836796.98186,73.22583679698185
Northern Cyprus,494977800.30074394,0.49497780030074395
Norway,32427794765.6806,32.4277947656806
Oman,7643217797.192527,7.643217797192527
Pakistan,18318514958.298992,18.31851495829899
