ADMIN,total_emissions_kg,total_emissions_Mt
Afghanistan,10474517311.258963,10.474517311258962
Albania,5479449625.527684,5.4794496255276846
Algeria,151094186606.32614,151.09418660632613
Angola,25354176291.89055,25.35417629189055
Antarctica,15655443.019476842,0.015655443019476842
Argentina,187394729940.38016,187.39472994038016
Armenia,6612291357.5052395,6.6122913575052396
Australia,367284196613.1952,367.2841966131952
Austria,71997216313.04045,71.99721631304045
Azerbaijan,33303769284.499447,33.303769284499445
Bangladesh,75436249754.28949,75.43624975428949
Belarus,66100850694.85391,66.10085069485392
Belgium,102080574047.39719,102.08057404739719
Belize,288874496.42087877,0.28887449642087876
Benin,5610398113.274072,5.610398113274072
Bhutan,1160370592.109129,1.160370592109129
Bolivia,19701930526.1152,19.7019305261152
Bosnia and Herzegovina,21684887238.74365,21.68488723874365
Botswana,7392327297.2842045,7.392327297284204
Brazil,524176849708.0458,524.1768497080458
Brunei,8508427393.0187235,8.508427393018723
Bulgaria,49148199005.16505,49.14819900516505
Burkina Faso,3042831944.2363954,3.0428319442363954
Burundi,437456591.13445735,0.43745659113445734
Cambodia,8037590306.343834,8.037590306343834
Cameroon,7884880643.254691,7.884880643254691
Canada,579964206833.2566,579.9642068332566
Central African Republic,440079362.27495563,0.44007936227495564
Chad,1785309476.7637405,1.7853094767637405
Chile,57113792473.68855,57.113792473688555
China,10302968747457.385,10302.968747457384
Colombia,79341091075.90865,79.34109107590865
Costa Rica,8109085575.820338,8.109085575820338
Croatia,19652569948.086823,19.65256994808682
Cuba,19101814072.50405,19.10181407250405
Cyprus,6256344960.296261,6.256344960296261
Czechia,114657188013.20906,114.65718801320907
Democratic Republic of the Congo,6504091257.147414,6.504091257147414
Denmark,32113976669.994938,32.11397666999494
Djibouti,426866414.4762862,0.42686641447628615
Dominican Republic,20909146908.061066,20.909146908061064
East Timor,519815944.0154281,0.5198159440154281
Ecuador,38973732578.44387,38.97373257844387
Egypt,222729694474.038,222.72969447403798
El Salvador,7006568495.940081,7.006568495940081
Equatorial Guinea,2473263253.904197,2.4732632539041974
Eritrea,670443425.8408928,0.6704434258408928
Estonia,21984364985.224453,21.984364985224452
Ethiopia,13373673174.74135,13.37367317474135
Falkland Islands,41226616.862006225,0.041226616862006224
Fiji,1440653401.3263009,1.4406534013263008
Finland,40829446174.17952,40.82944617417952
France,343590773633.7645,343.5907736337645
French Southern and Antarctic Lands,451858.715773948,0.000451858715773948
Gabon,4332040590.128107,4.332040590128107
Gambia,528970083.81043035,0.5289700838104303
Georgia,10430247142.314596,10.430247142314597
Germany,801830120146.7385,801.8301201467385
Ghana,15096106714.770437,15.096106714770437
Greece,67726153147.630684,67.72615314763068
Greenland,1861910085.457068,1.861910085457068
Guatemala,15063245265.53754,15.06324526553754
Guinea,2509301041.4967484,2.5093010414967485
Guinea-Bissau,387175664.7062515,0.3871756647062515
Guyana,1352456572.066813,1.352456572066813
Haiti,3390044121.181751,3.390044121181751
Honduras,9252210874.724115,9.252210874724115
Hungary,48079039478.6418,48.0790394786418
Iceland,4031426410.9896,4.0314264109896
India,1979830555826.6155,1979.8305558266154
Indonesia,407342540281.86084,407.34254028186086
Iran,620803938378.1,620.8039383780999
Iraq,139891032931.1934,139.8910329311934
Ireland,29418572272.571846,29.418572272571847
Israel,45456061982.722946,45.45606198272294
Italy,336366882568.47455,336.3668825684745
Ivory Coast,10565123427.367594,10.565123427367594
Jamaica,6919800022.281848,6.919800022281848
Japan,1165504499346.7961,1165.5044993467961
Jordan,25615708168.216175,25.615708168216177
Kazakhstan,236920327844.41022,236.92032784441022
Kenya,16997303459.087337,16.997303459087338
Kosovo,10309147902.887337,10.309147902887336
Kuwait,77904196483.8537,77.9041964838537
Kyrgyzstan,11504743981.126492,11.504743981126492
