ADMIN,total_emissions_kg,total_emissions_Mt
Afghanistan,10788386347.114351,10.78838634711435
Albania,5842265642.748632,5.842265642748632
Algeria,169355530699.74536,169.35553069974537
Angola,22229908169.494236,22.229908169494237
Antarctica,27870217.95748898,0.02787021795748898
Argentina,187438260729.62186,187.43826072962185
Armenia,6491110488.609291,6.491110488609291
Australia,382329037766.40875,382.32903776640876
Austria,74786651366.02304,74.78665136602304
Azerbaijan,33956364624.243645,33.95636462424365
Bangladesh,103392690633.20966,103.39269063320965
Belarus,66112479158.07118,66.11247915807118
Belgium,105337658889.34854,105.33765888934855
Belize,339840646.3597605,0.3398406463597605
Benin,8298267867.925658,8.298267867925658
Bhutan,1760179390.3202777,1.7601793903202776
Bolivia,22204197752.95851,22.20419775295851
Bosnia and Herzegovina,25219350848.421246,25.219350848421247
Botswana,8515496403.867546,8.515496403867546
Brazil,452955973086.5733,452.9559730865733
Brunei,8660595828.02701,8.66059582802701
Bulgaria,48381597961.72617,48.38159796172617
Burkina Faso,5304419978.193466,5.304419978193466
Burundi,741506823.6946442,0.7415068236946443
Cambodia,13630555678.318943,13.630555678318943
Cameroon,9317833397.611092,9.317833397611091
Canada,616269642425.237,616.2696424252371
Central African Republic,567766345.3067951,0.5677663453067952
Chad,2706344152.215966,2.706344152215966
Chile,65052397864.24352,65.05239786424352
China,10848677278760.93,10848.67727876093
Colombia,80283684847.7249,80.2836848477249
Costa Rica,8545209494.206721,8.545209494206722
Croatia,20212093103.624844,20.212093103624845
Cuba,20313899652.056133,20.313899652056133
Cyprus,6463406944.776302,6.4634069447763025
Czechia,117871727887.32349,117.87172788732349
Democratic Republic of the Congo,4993380986.116237,4.993380986116237
Denmark,30323288942.30212,30.32328894230212
Djibouti,389190144.7381358,0.3891901447381358
Dominican Republic,24749880394.71069,24.74988039471069
East Timor,525502839.87972564,0.5255028398797257
Ecuador,38105658419.90294,38.10565841990294
Egypt,239979343305.8515,239.9793433058515
El Salvador,7342101725.751764,7.342101725751764
Equatorial Guinea,2167340684.555098,2.167340684555098
Eritrea,754451332.4151117,0.7544513324151116
Estonia,22341253909.978558,22.34125390997856
Ethiopia,18637450693.99255,18.637450693992548
Falkland Islands,58573198.45281774,0.058573198452817735
Fiji,1742518276.9990501,1.7425182769990502
Finland,37523687825.51436,37.52368782551436
France,348438711649.97595,348.43871164997597
French Southern and Antarctic Lands,368860.8393230098,0.0003688608393230098
Gabon,3357739629.614837,3.357739629614837
Gambia,622694930.9012082,0.6226949309012082
Georgia,11830135532.128864,11.830135532128864
Germany,771349193688.0569,771.3491936880569
Ghana,19081472491.660484,19.081472491660485
Greece,62862043653.21209,62.86204365321209
Greenland,2218949268.373223,2.218949268373223
Guatemala,19309570285.532948,19.30957028553295
Guinea,3403581745.401814,3.403581745401814
Guinea-Bissau,375567253.1472382,0.3755672531472382
Guyana,1687623852.2957337,1.6876238522957336
Haiti,3710722586.478356,3.7107225864783557
Honduras,8017168421.270219,8.017168421270219
Hungary,55001099498.003265,55.00109949800326
Iceland,4133667508.686637,4.133667508686637
India,2278059362891.0483,2278.0593628910483
Indonesia,478014161510.25256,478.01416151025256
Iran,645607952511.2255,645.6079525112254
Iraq,181009322782.4263,181.0093227824263
Ireland,32535261875.40758,32.535261875407585
Israel,46608553489.76831,46.60855348976831
Italy,337913206779.8965,337.9132067798965
Ivory Coast,12607886853.640587,12.607886853640586
Jamaica,8321698287.703816,8.321698287703816
Japan,1075376031183.5896,1075.3760311835897
Jordan,25862173671.295746,25.862173671295746
Kazakhstan,235117804253.03052,235.11780425303053
Kenya,19743660372.70206,19.74366037270206
Kosovo,11813503562.64319,11.81350356264319
Kuwait,79858258261.79146,79.85825826179146
Kyrgyzstan,12856599000.193953,12.856599000193953
Laos,21637134052.517178,21.637134052517176
Latvia,11924075186.10415,11.924075186104151
Lebanon,19891414924.64776,19.89141492464776
Lesotho,703193156.5153166,0.7031931565153166
Liberia,1477897118.6850233,1.4778971186850234
Libya,44071267697.73261,44.071267697732615
Lithuania,12454683046.058784,12.454683046058785
Luxembourg,7141382756.870414,7.141382756870414
Macedonia,8581202551.555155,8.581202551555155
Madagascar,3427434835.107997,3.427434835107997
Malawi,5504075529.752267,5.504075529752267
Malaysia,258853515640.4254,258.8535156404254
Mali,6077617252.682656,6.077617252682656
Mauritania,3937520739.971746,3.937520739971746
Mexico,459523155382.9363,459.5231553829363
Moldova,6763623924.06503,6.76362392406503
Mongolia,24800049761.82506,24.80004976182506
Montenegro,3045750929.2396517,3.045750929239652
Morocco,66967991285.69728,66.96799128569728
Mozambique,8717881031.7289,8.7178810317289
Myanmar,34833494963.65896,34.83349496365896
Namibia,5071046250.368474,5.071046250368474
Nepal,15852224922.386053,15.852224922386053
Netherlands,169892684890.8866,169.89268489088658
New Caledonia,4372164081.236587,4.372164081236587
New Zealand,33690179764.608208,33.69017976460821
Nicaragua,5423584780.987,5.423584780987
Niger,2699176316.868651,2.699176316868651
Nigeria,117796219832.58005,117.79621983258005
North Korea,64413794990.99431,64.4137949909943
Northern Cyprus,1535273695.102631,1.5352736951026311
Norway,40453301371.84358,40.45330137184358
Oman,82386820090.91911,82.38682009091912
Pakistan,201980546648.27704,201.98054664827703
Palestine,5406429707.597536,5.406429707597536
Panama,9649181774.429928,9.649181774429929
Papua New Guinea,5532275149.979467,5.532275149979467
Paraguay,9515350108.783016,9.515350108783016
Peru,56203264229.67647,56.20326422967647
Philippines,110267376020.28749,110.26737602028749
Poland,337127698167.9529,337.1276981679529
Portugal,43586863819.16364,43.586863819163646
Puerto Rico,8403849604.940537,8.403849604940538
Qatar,51322663912.243866,51.32266391224387
Republic of Serbia,46939788644.116554,46.939788644116554
Republic of the Congo,4488743307.30406,4.48874330730406
Romania,88516944643.68399,88.51694464368398
Russia,1802095785839.287,1802.0957858392871
Rwanda,967740565.2911631,0.967740565291163
Saudi Arabia,421617425888.9363,421.6174258889363
Senegal,10927994961.277298,10.927994961277298
Sierra Leone,938069695.3433925,0.9380696953433925
Slovakia,37515708671.405914,37.51570867140592
Slovenia,15356933170.175993,15.356933170175992
Solomon Islands,311690300.2587914,0.3116903002587914
Somalia,840900384.078185,0.840900384078185
Somaliland,291044279.5155141,0.2910442795155141
South Africa,452805197135.48096,452.80519713548097
South Korea,507732751659.6398,507.73275165963975
South Sudan,8816044504.616138,8.816044504616139
Spain,258868570824.77975,258.86857082477974
Sri Lanka,18769245876.129986,18.769245876129986
