ADMIN,total_emissions_kg,total_emissions_Mt
Afghanistan,3168244148.5703807,3.1682441485703805
Albania,5593423455.534534,5.593423455534534
Algeria,35105820416.23939,35.10582041623939
Angola,3855183106.963732,3.855183106963732
Antarctica,12884415.502110634,0.012884415502110634
Argentina,88798141064.66325,88.79814106466326
Armenia,15344968891.79271,15.344968891792709
Australia,174412277645.12408,174.41227764512408
Austria,59849686462.082184,59.84968646208218
Azerbaijan,30027937568.492573,30.027937568492572
Bangladesh,5380289090.728835,5.380289090728835
Belarus,82971320022.65718,82.97132002265718
Belgium,130547155256.40128,130.54715525640128
Belize,88868826.53386277,0.08886882653386277
Benin,632911882.944662,0.6329118829446619
Bhutan,81536640.11232974,0.08153664011232974
Bolivia,4718705274.997292,4.7187052749972915
Bosnia and Herzegovina,13756601578.096548,13.756601578096548
Botswana,691402019.5018629,0.6914020195018629
Brazil,154650993681.3902,154.6509936813902
Brunei,2491928946.3327904,2.4919289463327905
Bulgaria,78909596293.62013,78.90959629362013
Burkina Faso,359660477.73355836,0.35966047773355836
Burundi,79741037.49060829,0.07974103749060829
Cambodia,518484330.82393813,0.5184843308239381
Cameroon,1475101013.9718757,1.4751010139718757
Canada,404640946347.64404,404.64094634764405
Central African Republic,166674763.36050028,0.16667476336050027
Chad,299748467.175431,0.299748467175431
Chile,18166053546.07541,18.16605354607541
China,1181803423352.0535,1181.8034233520534
Colombia,32031305807.576576,32.03130580757658
Costa Rica,2034734772.970478,2.034734772970478
Croatia,24502717457.0976,24.5027174570976
Cuba,24472592898.95995,24.47259289895995
Cyprus,1839766628.9125285,1.8397666289125285
Czechia,194411750197.6842,194.4117501976842
Democratic Republic of the Congo,3657414831.391301,3.6574148313913013
Denmark,43695886157.944916,43.69588615794492
Djibouti,247148052.88544998,0.24714805288544997
Dominican Republic,5517225636.486414,5.517225636486414
East Timor,15329568.088511892,0.015329568088511892
Ecuador,7357387631.351696,7.357387631351696
Egypt,28239569798.891068,28.23956979889107
El Salvador,2385440017.5848227,2.3854400175848225
Equatorial Guinea,41049716.50715657,0.041049716507156574
Eritrea,273832422.52439636,0.2738324225243964
Estonia,29758181273.00298,29.75818127300298
Ethiopia,1414106407.2000666,1.4141064072000666
Falkland Islands,16397331.241396517,0.016397331241396515
Fiji,823518039.1461555,0.8235180391461555
Finland,38813278040.96327,38.81327804096327
France,475683724821.3026,475.68372482130263
French Southern and Antarctic Lands,142857.07652467515,0.00014285707652467516
Gabon,2986083960.2144394,2.9860839602144393
Gambia,112486456.06070298,0.11248645606070298
Georgia,30120751168.652653,30.120751168652653
Germany,1062480463428.5118,1062.480463428512
Ghana,3132522294.8972173,3.132522294897217
Greece,35673031645.1806,35.6730316451806
Greenland,570154892.1085135,0.5701548921085134
Guatemala,3509527213.957632,3.509527213957632
Guinea,576770309.2721472,0.5767703092721472
Guinea-Bissau,68995074.00110722,0.06899507400110722
Guyana,1224219908.0907085,1.2242199080907086
Haiti,741448745.8991444,0.7414487458991444
Honduras,1426144961.8714352,1.4261449618714352
Hungary,79737498779.33124,79.73749877933123
Iceland,2472743001.923516,2.472743001923516
