ADMIN,total_emissions_kg,total_emissions_Mt
Afghanistan,3503612234.4405165,3.5036122344405163
Albania,6382636806.726737,6.382636806726737
Algeria,50048361566.21642,50.04836156621642
Angola,3325897472.627993,3.325897472627993
Antarctica,13279212.267968286,0.013279212267968285
Argentina,97266686393.68549,97.26668639368549
Armenia,16379300521.360971,16.37930052136097
Australia,188059240749.04773,188.05924074904772
Austria,62856532889.885414,62.856532889885415
Azerbaijan,32174658373.175198,32.1746583731752
Bangladesh,5997591767.558097,5.997591767558097
Belarus,89527077026.65387,89.52707702665387
Belgium,137867928187.2571,137.86792818725712
Belize,91052038.40217078,0.09105203840217077
Benin,542992413.3788531,0.5429924133788531
Bhutan,88584192.44032414,0.08858419244032414
Bolivia,5100411636.251946,5.1004116362519465
Bosnia and Herzegovina,14383572349.133665,14.383572349133665
Botswana,1069227843.9588504,1.0692278439588503
Brazil,176905064137.77094,176.90506413777092
Brunei,3115208937.5176363,3.1152089375176364
Bulgaria,83008091285.05368,83.00809128505368
Burkina Faso,388382209.5770447,0.3883822095770447
Burundi,85874322.87946346,0.08587432287946346
Cambodia,521674591.41290516,0.5216745914129052
Cameroon,1872769618.1808183,1.8727696181808182
Canada,431528370905.95917,431.52837090595915
Central African Republic,181505974.2266607,0.1815059742266607
Chad,331463234.77088183,0.33146323477088185
Chile,17997967290.228584,17.997967290228583
China,1381712517010.9185,1381.7125170109184
Colombia,34641774731.46131,34.64177473146131
Costa Rica,2616606562.2562184,2.6166065622562185
Croatia,23425645637.517994,23.425645637517995
Cuba,28163792327.330658,28.163792327330658
Cyprus,2380311795.6622744,2.3803117956622746
Czechia,208090505369.2706,208.0905053692706
Democratic Republic of the Congo,3736438612.733037,3.736438612733037
Denmark,49523278855.94181,49.52327885594181
Djibouti,311771062.33482677,0.31177106233482677
Dominican Republic,6118655467.6821575,6.118655467682157
East Timor,16211260.863892667,0.016211260863892667
Ecuador,9700513258.0165,9.7005132580165
Egypt,32538046225.069046,32.538046225069046
El Salvador,2492880784.3874607,2.4928807843874607
Equatorial Guinea,39658926.79195893,0.039658926791958926
Eritrea,241800793.8311919,0.2418007938311919
Estonia,32527071581.327114,32.527071581327114
Ethiopia,1507456865.874877,1.507456865874877
Falkland Islands,16964473.277917493,0.016964473277917492
Fiji,892931164.841371,0.892931164841371
Finland,42418566614.481705,42.418566614481705
France,502960373413.917,502.960373413917
French Southern and Antarctic Lands,147234.49530045295,0.00014723449530045296
Gabon,3629861031.2971725,3.6298610312971724
Gambia,122014057.53290582,0.12201405753290581
Georgia,30941575277.56328,30.941575277563278
Germany,1096469218682.6427,1096.4692186826428
Ghana,3335597391.1404953,3.3355973911404955
Greece,42135186693.74814,42.13518669374814
Greenland,621075064.7463202,0.6210750647463202
Guatemala,3982013594.3692183,3.9820135943692185
Guinea,629190165.9576362,0.6291901659576362
Guinea-Bissau,74306953.13447607,0.07430695313447606
Guyana,1247818267.5951393,1.2478182675951393
Haiti,965152665.3660674,0.9651526653660674
Honduras,1617240030.1337957,1.6172400301337957
Hungary,87734099215.90755,87.73409921590755
Iceland,2594369321.167776,2.5943693211677763
India,265705457366.5407,265.7054573665407
Indonesia,59751639393.513275,59.75163939351327
Iran,135339470794.65419,135.3394707946542
Iraq,42671372693.593704,42.6713726935937
Ireland,24519867485.626842,24.519867485626843
Israel,16639060177.249588,16.639060177249586
Italy,340521815741.07306,340.52181574107306
Ivory Coast,4124672392.5956383,4.124672392595638
Jamaica,6993162932.594695,6.993162932594695
Japan,869583716091.2083,869.5837160912082
Jordan,3463261658.3333216,3.463261658333322
Kazakhstan,240264176408.46918,240.26417640846918
Kenya,5153661593.880631,5.153661593880631
Kosovo,10532605399.465445,10.532605399465444
Kuwait,25087143637.357147,25.087143637357148
Kyrgyzstan,21330787806.883915,21.330787806883915
Laos,692693043.6291664,0.6926930436291664
Latvia,21309131433.99496,21.30913143399496
Lebanon,4005719577.6302147,4.005719577630215
Lesotho,131564962.19509831,0.1315649621950983
Liberia,1194203134.457888,1.1942031344578878
Libya,22898588824.01206,22.89858882401206
Lithuania,21638444936.82888,21.63844493682888
Luxembourg,13401093060.236712,13.401093060236711
Macedonia,9427961873.180971,9.427961873180971
Madagascar,778331469.0347756,0.7783314690347756
Malawi,483796602.93348336,0.48379660293348337
Malaysia,26926320762.447586,26.926320762447585
Mali,510687956.0007576,0.5106879560007576
Mauritania,591704746.6181966,0.5917047466181966
Mexico,174928062660.8449,174.92806266084492
Moldova,17186085585.246162,17.18608558524616
Mongolia,7881816477.075904,7.881816477075904
Montenegro,1449159211.1290126,1.4491592111290126
Morocco,13475209759.113886,13.475209759113886
Mozambique,2677909721.6108556,2.6779097216108556
Myanmar,5116813747.6245985,5.116813747624598
Namibia,1286264322.3249168,1.2862643223249168
Nepal,752739851.3041117,0.7527398513041117
Netherlands,146958280904.84256,146.95828090484255
New Caledonia,1285561784.648827,1.285561784648827
New Zealand,18970463758.78992,18.970463758789922
Nicaragua,2872445909.5143437,2.8724459095143438
Niger,517321963.42000145,0.5173219634200015
Nigeria,45517353015.31632,45.517353015316324
North Korea,94937756588.75578,94.93775658875579
Northern Cyprus,518271098.45620865,0.5182710984562087
Norway,32535761598.547382,32.53576159854738
Oman,28640649765.45149,28.64064976545149
Pakistan,24359131952.803204,24.359131952803203
Palestine,1776890529.972658,1.7768905299726578
Panama,3397791811.1862984,3.3977918111862984
Papua New Guinea,1245369813.766066,1.245369813766066
Paraguay,1887901140.3228366,1.8879011403228367
Peru,20252954913.833317,20.252954913833317
Philippines,30971164810.790253,30.971164810790253
Poland,411376035664.5715,411.3760356645715
Portugal,21237875018.38175,21.237875018381747
Puerto Rico,23776670695.662796,23.776670695662798
Qatar,5185520694.832694,5.185520694832694
Republic of Serbia,29188724160.679073,29.188724160679072
Republic of the Congo,1469456405.4084625,1.4694564054084625
Romania,186114033488.32938,186.11403348832937
Russia,1690987298413.6812,1690.9872984136812
Rwanda,155159652.48993164,0.15515965248993163
Saudi Arabia,107133648877.39172,107.13364887739172
Senegal,2052412028.9091547,2.0524120289091545
Sierra Leone,354537961.4023874,0.35453796140238736
Slovakia,50292086613.33312,50.29208661333312
Slovenia,12383126108.840464,12.383126108840464
Solomon Islands,95863129.35444401,0.09586312935444401
Somalia,623399887.8079476,0.6233998878079476
Somaliland,168894256.6399224,0.1688942566399224
South Africa,237367316890.692,237.367316890692
South Korea,105793618357.57306,105.79361835757305
South Sudan,1267164239.6060631,1.2671642396060632
Spain,169328259855.82047,169.32825985582048
Sri Lanka,2773200119.6250086,2.7732001196250087
Sudan,2663879411.260139,2.663879411260139
Suriname,798184655.9560461,0.7981846559560462
Swaziland,401249328.31621283,0.40124932831621285
Sweden,71735155319.6083,71.73515531960831
Switzerland,45482689359.65204,45.48268935965204
Syria,11456492422.85125,11.45649242285125
Taiwan,34002576887.668415,34.00257688766842
Tajikistan,11072072000.176294,11.072072000176295
Thailand,30349895929.840355,30.349895929840354
The Bahamas,556814354.1424973,0.5568143541424972
Togo,675141118.6489226,0.6751411186489226
Trinidad and Tobago,7689211052.089238,7.689211052089238
Tunisia,5767106256.675926,5.767106256675926
Turkey,83558887880.46927,83.55888788046927
Turkmenistan,26178810315.26114,26.17881031526114
Uganda,1052354786.806846,1.0523547868068461
Ukraine,601463474569.0074,601.4634745690074
United Arab Emirates,34366827943.09801,34.36682794309801
United Kingdom,601631716249.9058,601.6317162499057
United Republic of Tanzania,1682415003.8091803,1.6824150038091803
United States of America,4917035561003.103,4917.035561003103
Uruguay,3417889132.4144583,3.4178891324144582
Uzbekistan,73218392749.66226,73.21839274966226
Vanuatu,16148250.784447541,0.01614825078444754
Venezuela,58001900321.52186,58.00190032152186
Vietnam,15010445382.856022,15.010445382856021
Western Sahara,21451376.780955557,0.02145137678095556
Yemen,2917499668.193415,2.917499668193415
Zambia,4071301377.830416,4.071301377830416
Zimbabwe,8913364224.805826,8.913364224805827
