ADMIN,total_emissions_kg,total_emissions_Mt
Afghanistan,11554067941.947495,11.554067941947494
Albania,4995271225.065849,4.995271225065849
Algeria,174290050811.47833,174.29005081147832
Angola,25361544974.378372,25.361544974378372
Antarctica,27731710.093748994,0.027731710093748994
Argentina,181064990737.82126,181.06499073782126
Armenia,8569393738.743452,8.569393738743452
Australia,347089600231.1964,347.0896002311964
Austria,65086654586.23259,65.08665458623258
Azerbaijan,40480159593.87594,40.48015959387594
Bangladesh,115870951152.46068,115.87095115246068
Belarus,56296875414.2361,56.2968754142361
Belgium,88526804552.63542,88.52680455263543
Belize,347883283.6277956,0.3478832836277956
Benin,6603190141.60761,6.60319014160761
Bhutan,1947714075.0218718,1.9477140750218718
Bolivia,23951270757.06045,23.951270757060453
Bosnia and Herzegovina,22953783343.312702,22.9537833433127
Botswana,7677141437.154862,7.677141437154862
Brazil,461841509475.21564,461.8415094752156
Brunei,10670676593.248865,10.670676593248865
Bulgaria,41476916446.37658,41.47691644637658
Burkina Faso,6255374049.441826,6.2553740494418255
Burundi,851308524.2209858,0.8513085242209858
Cambodia,19093726371.239162,19.093726371239164
Cameroon,10148275763.775375,10.148275763775375
Canada,573543879672.328,573.543879672328
Central African Republic,641816537.0800605,0.6418165370800605
Chad,2959442097.253204,2.959442097253204
Chile,67648293676.81376,67.64829367681376
China,12281044438103.994,12281.044438103994
Colombia,97892220875.90479,97.89222087590478
Costa Rica,8584447164.433316,8.584447164433316
Croatia,19016105017.62787,19.01610501762787
Cuba,17080466675.952717,17.080466675952717
Cyprus,6390582452.895455,6.390582452895456
Czechia,100028824216.74355,100.02882421674354
Democratic Republic of the Congo,5781053651.755404,5.781053651755404
Denmark,23719845912.81316,23.71984591281316
Djibouti,428119464.1694211,0.4281194641694211
Dominican Republic,30199057433.41034,30.19905743341034
East Timor,610581365.405438,0.610581365405438
Ecuador,41826685120.56959,41.826685120569586
Egypt,233144755444.88773,233.14475544488772
El Salvador,8499454539.119858,8.499454539119858
Equatorial Guinea,1778597179.7235475,1.7785971797235474
Eritrea,742187714.258771,0.742187714258771
Estonia,11560466161.452124,11.560466161452124
Ethiopia,17664221759.79492,17.664221759794923
Falkland Islands,57096686.36515211,0.05709668636515211
Fiji,2014547462.172927,2.014547462172927
Finland,26906318310.46129,26.906318310461288
France,297558317193.14233,297.55831719314233
French Southern and Antarctic Lands,367027.7041436829,0.0003670277041436829
Gabon,2965081512.9758415,2.9650815129758414
Gambia,692278839.5824292,0.6922788395824292
Georgia,13415854933.85778,13.41585493385778
Germany,604809460943.1573,604.8094609431573
Ghana,23233305584.008476,23.233305584008477
Greece,47454000248.59784,47.454000248597836
Greenland,1882771484.8799016,1.8827714848799018
Guatemala,21755062797.18802,21.755062797188017
Guinea,3809477744.7909293,3.809477744790929
Guinea-Bissau,411297393.5266788,0.4112973935266788
Guyana,2002616841.8700635,2.0026168418700636
Haiti,3577219589.464963,3.577219589464963
Honduras,9288723088.40909,9.28872308840909
Hungary,47223415134.77909,47.22341513477909
Iceland,3796200809.0189557,3.7962008090189556
India,2724122467020.9497,2724.12246702095
Indonesia,553607941812.8577,553.6079418128577
Iran,760144275919.8562,760.1442759198562
Iraq,194528540827.02536,194.52854082702535
Ireland,29876706318.693436,29.876706318693437
Israel,45827086273.70848,45.82708627370848
Italy,301885781507.60443,301.8857815076044
Ivory Coast,14676787412.151772,14.676787412151771
Jamaica,6581886160.146602,6.581886160146602
Japan,864318286241.0701,864.31828624107
Jordan,24134429056.180946,24.134429056180945
Kazakhstan,244599107188.81195,244.59910718881196
Kenya,21887401444.799732,21.887401444799732
Kosovo,11228864341.307882,11.228864341307883
Kuwait,93257863844.37335,93.25786384437335
Kyrgyzstan,12041649794.924074,12.041649794924075
Laos,27666091632.090656,27.666091632090655
Latvia,10124808458.428612,10.124808458428612
Lebanon,12608824279.263767,12.608824279263768
Lesotho,859252324.4476057,0.8592523244476057
Liberia,1697227777.4719598,1.6972277774719597
Libya,48166715993.81865,48.16671599381865
Lithuania,11358416352.885113,11.358416352885113
Luxembourg,5343977220.350204,5.3439772203502045
Macedonia,9621834576.556108,9.62183457655611
Madagascar,4063645056.1895003,4.0636450561895
Malawi,6385692788.6663,6.3856927886663
Malaysia,296403310678.1408,296.4033106781408
Mali,7196746987.584953,7.1967469875849535
Mauritania,4537317583.079859,4.537317583079859
Mexico,471479169048.09314,471.4791690480931
Moldova,7167618632.803393,7.167618632803394
Mongolia,29688739800.391514,29.688739800391513
Montenegro,2913667027.2992525,2.9136670272992524
Morocco,71194303477.64322,71.19430347764322
Mozambique,9742104331.226395,9.742104331226395
Myanmar,34105740907.308414,34.105740907308416
Namibia,5168722292.993494,5.168722292993494
Nepal,18726287352.23816,18.72628735223816
Netherlands,128892838202.7059,128.8928382027059
New Caledonia,4744692030.205567,4.7446920302055675
New Zealand,33299486975.600044,33.29948697560005
Nicaragua,5910326692.468888,5.910326692468888
Niger,3328201186.4641724,3.3282011864641725
Nigeria,121884118987.88585,121.88411898788586
North Korea,62172808391.66853,62.17280839166853
Northern Cyprus,1407605099.7176492,1.4076050997176492
Norway,37872980823.75557,37.87298082375557
Oman,89662574544.42294,89.66257454442294
Pakistan,197033186216.4466,197.03318621644658
Palestine,5446706574.694568,5.446706574694567
Panama,10696983865.237005,10.696983865237005
Papua New Guinea,5043201095.78501,5.04320109578501
Paraguay,9023437478.510468,9.023437478510468
Peru,59139068779.900085,59.139068779900086
Philippines,129396883616.23306,129.39688361623305
Poland,290553299241.4249,290.55329924142495
Portugal,35776259598.33297,35.77625959833297
Puerto Rico,8773423834.16167,8.77342383416167
Qatar,56654317270.25261,56.65431727025261
Republic of Serbia,44150505945.08219,44.150505945082195
Republic of the Congo,5734124592.181704,5.734124592181703
Romania,75281318135.36446,75.28131813536446
Russia,2018389310812.6462,2018.3893108126463
Rwanda,1023691991.0680587,1.0236919910680586
Saudi Arabia,445158295658.0336,445.15829565803364
Senegal,12106726503.069622,12.106726503069622
Sierra Leone,865913621.2593235,0.8659136212593235
Slovakia,34921527622.37365,34.92152762237365
Slovenia,12051764549.995802,12.051764549995802
Solomon Islands,357497126.7039223,0.35749712670392225
Somalia,839610571.0695142,0.8396105710695142
Somaliland,278450032.2755767,0.2784500322755767
South Africa,383216870740.00006,383.21687074000005
South Korea,461963220682.3576,461.9632206823576
South Sudan,8476968433.751765,8.476968433751765
Spain,201663153018.75452,201.6631530187545
Sri Lanka,17230220563.099384,17.230220563099383
Sudan,13047544194.250734,13.047544194250735
Suriname,2616083323.2657695,2.6160833232657694
Swaziland,1596620081.9515078,1.5966200819515077
Sweden,31997911410.171074,31.997911410171074
Switzerland,38259214429.55523,38.25921442955523
Syria,26638638831.02625,26.63863883102625
Taiwan,138557863435.3228,138.55786343532282
Tajikistan,13477799175.055655,13.477799175055655
Thailand,269138475281.8571,269.1384752818571
The Bahamas,717601493.3016033,0.7176014933016033
Togo,3402574100.725854,3.402574100725854
Trinidad and Tobago,26885275555.626778,26.885275555626777
Tunisia,28180178689.67531,28.18017868967531
Turkey,386680727399.8657,386.6807273998657
Turkmenistan,69091262781.7312,69.0912627817312
Uganda,7420471552.567131,7.420471552567131
Ukraine,135681479204.4255,135.6814792044255
United Arab Emirates,190790777803.55817,190.79077780355817
United Kingdom,307296901826.056,307.29690182605606
United Republic of Tanzania,16390693535.097456,16.390693535097455
United States of America,4641002905898.937,4641.002905898937
Uruguay,5881242471.23182,5.88124247123182
Uzbekistan,131749777959.81195,131.74977795981195
Vanuatu,37481474.51971224,0.03748147451971224
