ADMIN,total_emissions_kg,total_emissions_Mt
Afghanistan,3167791640.445009,3.1677916404450093
Albania,7001294819.569661,7.001294819569661
Algeria,55107568017.30134,55.10756801730134
Angola,4556272296.283603,4.556272296283603
Antarctica,13359668.501435753,0.013359668501435752
Argentina,96554547590.66447,96.55454759066447
Armenia,17035813932.23374,17.03581393223374
Australia,183983178333.044,183.983178333044
Austria,64892195469.0417,64.8921954690417
Azerbaijan,34014161092.853764,34.01416109285376
Bangladesh,6426795965.318389,6.426795965318389
Belarus,93221733790.60855,93.22173379060855
Belgium,142591641716.49506,142.59164171649505
Belize,95491787.3678024,0.0954917873678024
Benin,579981362.141289,0.579981362141289
Bhutan,94310987.92109868,0.09431098792109868
Bolivia,5802184961.501832,5.802184961501832
Bosnia and Herzegovina,15052695749.396461,15.052695749396461
Botswana,1196450087.5762455,1.1964500875762456
Brazil,191093937918.45682,191.09393791845682
Brunei,3107437189.1214914,3.1074371891214914
Bulgaria,89163959337.08418,89.16395933708418
Burkina Faso,397242669.2636481,0.3972426692636481
Burundi,88138978.95143823,0.08813897895143823
Cambodia,506326315.19444734,0.5063263151944474
Cameroon,2022006741.6107504,2.0220067416107503
Canada,433213788301.4831,433.2137883014831
Central African Republic,186916387.41621667,0.18691638741621666
Chad,340062790.8540738,0.3400627908540738
Chile,18424824985.316986,18.424824985316985
China,1558140541964.248,1558.140541964248
Colombia,36882300581.35197,36.88230058135197
Costa Rica,2818970816.5946517,2.8189708165946517
Croatia,24514067610.30045,24.51406761030045
Cuba,30294472950.26254,30.294472950262538
Cyprus,2487888508.870599,2.487888508870599
Czechia,204930237278.75748,204.9302372787575
Democratic Republic of the Congo,3756309551.782564,3.756309551782564
Denmark,48948447951.66242,48.94844795166242
Djibouti,331288470.7799953,0.33128847077999535
Dominican Republic,6268305258.216277,6.2683052582162775
East Timor,17170813.557329956,0.017170813557329957
Ecuador,10795633479.838144,10.795633479838145
Egypt,32452160799.88907,32.45216079988907
El Salvador,2649341943.5869784,2.6493419435869785
Equatorial Guinea,54135655.70189565,0.054135655701895644
Eritrea,238318793.3041556,0.2383187933041556
Estonia,34603392145.08882,34.60339214508882
Ethiopia,1558696223.7929106,1.5586962237929105
Falkland Islands,17141678.631759513,0.017141678631759513
Fiji,882746412.720989,0.882746412720989
Finland,47690648562.66456,47.690648562664556
France,519197153650.86926,519.1971536508693
French Southern and Antarctic Lands,148126.65098218137,0.00014812665098218138
Gabon,4117188784.5421076,4.117188784542107
Gambia,123916218.55225562,0.12391621855225561
Georgia,31747054980.26469,31.74705498026469
